id,old_id,identifier1_type_code,identifier1_type_display,identifier1_type_text,identifier1_system,identifier1_value,identifier1_assigner_display,identifier2_type_code,identifier2_type_display,identifier2_type_text,identifier2_system,identifier2_value,active,name1_use,name1_family,name1_given1,name1_prefix1,name1_suffix1,name1_text,telecom1_system,telecom1_value,telecom1_use,telecom2_system,telecom2_value,telecom2_use,address1_use,address1_line1,address1_city,address1_state,address1_postalCode,address1_country,address1_text,gender,qualification1_ahpraProfessionDetails_Profession_text,qualification1_identifier_type_code,qualification1_identifier_type_display,qualification1_identifier_type_text,qualification1_identifier_system,qualification1_identifier_value,qualification1_code_system,qualification1_code_code,qualification1_code_display,qualification1_code_text,period_start,issuer_display,
goldsmith-melody,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052595 ,,,,,,,,official,GOLDSMITH,Melody,,,,phone,0370100077,work,email,melody.goldsmith@example.com.au,,,65 Forrest Jnc,Norwood,TAS,7250,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000187,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
houston-katrina,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385409 ,,,,,,,,official,HOUSTON,Katrina,,,,phone,0370106607,work,email,katrina.houston@blumontradiology.example.net,,,54 Glendon St,Blumont,TAS,7260,,,female,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000188,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
burrows-tegan,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385417 ,,,,,,,,official,BURROWS,Tegan,,,,phone,0370101683,work,email,tegan.burrows@rosettaph.example.net,,,5 Glider Tce,Rosetta,TAS,7010,,,female,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000189,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mcguire-jesse,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718924 ,,,,,,,,official,MCGUIRE,Jesse,,,,phone,0370103486,work,email,jesse.mcguire@robiganaph.example.com.au,,,189 Adelaide Rvr,Robigana,TAS,7275,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000190,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
bates-rory,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385425 ,,,,,,,,official,BATES,Rory,,,,phone,0370109010,work,email,rory.bates@example.net,,,195 River Lane,Camdale,TAS,7320,,,unknown,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000191,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
turnbull-suk,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385433 ,,,,,,,,official,TURNBULL,Suk,,,,phone,0370107054,work,email,suk.turnbull@example.com,,,60 Gateway Cnr,Weetah,TAS,7304,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000192,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
felmingham-emma,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718940 ,,,,,,,,official,FELMINGHAM,Emma,,,,phone,0370100277,work,email,emma.felmingham@example.com.au,,,38 Farmer Ct,Saltwater River,TAS,7186,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000193,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
beale-collette,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385441 ,,,,,,,,official,BEALE,Collette,,,,phone,0370100858,work,email,collette.beale@example.net,,,180 New Cnr,Derwent Park,TAS,7009,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000194,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
fletcher-dani,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385301 ,,,,,,,,official,FLETCHER,Dani,,,,phone,0370105425,work,email,dani.fletcher@example.com,,,113 Queen Tce,Garden Island Creek,TAS,7112,,,other,Ambulance Officers and Paramedics,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000195,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
coulter-lani,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385319 ,,,,,,,,official,COULTER,Lani,,,,phone,0370109196,work,email,lani.coulter@example.com.au,,,175 Arthur Gdns,Lewisham,TAS,7173,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000196,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
bishop-horace,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052611 ,,,,,,,,official,BISHOP,Horace,,,,phone,0270106288,work,email,horace.bishop@ngunnawalmp.example.net,,,68 Zorro Gr,Ngunnawal,ACT,2913,,,unknown,Medical Practitioner,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000197,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pollock-dinah,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385466 ,,,,,,,,official,POLLOCK,Dinah,,,,phone,0270106105,work,email,dinah.pollock@example.net,,,63 Innovation St,Nicholls,ACT,2913,,,female,Midwives,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000198,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cohen-jamel,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718965 ,,,,,,,,official,COHEN,Jamel,,,,phone,0270100053,work,email,jamel.cohen@oxleyph.example.com.au,,,127 Cathedral Gdns,Oxley,ACT,2903,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000199,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
grant-lindsay,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385482 ,,,,,,,,official,GRANT,Lindsay,,,,phone,0270109196,work,email,lindsay.grant@monashph.example.net,,,178 Princess Cl,Monash,ACT,2904,,,male,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000200,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
rowlands-alvera,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052629 ,,,,,,,,official,ROWLANDS,Alvera,,,,phone,0270103959,work,email,alvera.rowlands@example.net,,,139 Gottfried Cr,Gordon,ACT,2906,,,other,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000201,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
stevens-chelsea,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719350 ,,,,,,,,official,STEVENS,Chelsea,,,,phone,0270103414,work,email,chelsea.stevens@calwellpathology.example.net,,,156 Jenkins Rvr,Calwell,ACT,2905,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000202,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
lees-noreen,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566718973 ,,,,,,,,official,LEES,Noreen,,,,phone,0270105171,work,email,noreen.lees@ginninderrapharmacy.example.com.au,,,52 Maple St,Ginninderra Village,ACT,2913,,,other,Pharmacists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000203,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gidley-stan,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052652 ,,,,,,,,official,GIDLEY,Stan,,,,phone,0270104879,work,email,stan.gidley@oxleyph.example.com.au,,,29 Belby Qy,Oxley,ACT,2903,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000204,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
donaldson-stephanie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052660 ,,,,,,,,official,DONALDSON,Stephanie,,,,phone,0270107007,work,email,stephanie.donaldson@monashph.example.net,,,56 Jenkins Rd,Monash,ACT,2904,,,female,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000205,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
nairn-ricky,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385350 ,,,,,,,,official,NAIRN,Ricky,,,,phone,0270105708,work,email,ricky.nairn@ngunnawalmp.example.net,,,133 Newport Ct,Ngunnawal,ACT,2913,,,unknown,Registered Nurses,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000206,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
alderson-helene,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566719005 ,,,,,,,,official,ALDERSON,Helene,,,,phone,0270103572,work,email,helene.alderson@example.net,,,104 Woodstock Tce,Palmerston,ACT,2913,,,female,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000207,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
hill-maryln,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052686 ,,,,,,,,official,HILL,Maryln,,,,phone,0270109297,work,email,maryln.hill@nichollsradiology.example.com.au,,,178 New Pde,Nicholls,ACT,2913,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000208,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
cross-lizzie,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566719013 ,,,,,,,,official,CROSS,Lizzie,,,,phone,0270105959,work,email,lizzie.cross@oxleyph.example.com.au,,,185 Silver Rdge,Oxley,ACT,2903,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000209,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
pickford-aimee,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385384 ,,,,,,,,official,PICKFORD,Aimee,,,,phone,0270107686,work,email,aimee.pickford@monashph.example.net,,,140 Abattoir Dr,Monash,ACT,2904,,,other,Surgeons,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000210,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mccarthy-heide,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719368 ,,,,,,,,official,MCCARTHY,Heide,,,,phone,0270101545,work,email,heide.mccarthy@example.com,,,196 Abattoir Gdns,Calwell,ACT,2905,,,other,Psychologists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000211,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
becker-valentina,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719384 ,,,,,,,,official,BECKER,Valentina,,,,phone,0270103909,work,email,valentina.becker@example.com.au,,,75 Flinders Rd,Gowrie,ACT,2904,,,female,Psychiatrists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000212,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
turnbull-daniel,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052702 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017268,,official,TURNBULL,Daniel,,,,phone,0270108940,work,email,daniel.turnbull@example.net,,,8 Desleigh Cnr,Gordon,ACT,2906,,,unknown,Optometrists and Orthoptists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000213,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
brooksby-susanna,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003613233385392 ,,,,,,,,official,BROOKSBY,Susanna,,,,phone,0270103229,work,email,susanna.brooksby@example.com,,,60 Yoga St,Calwell,ACT,2905,,,other,Other Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000214,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
murphy-virginia,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003611566719047 ,,PRES,Prescriber Number,,http://ns.electronichealth.net.au/id/medicare-prescriber-number,8017242,,official,MURPHY,Virginia,,,,phone,0270104538,work,email,virginia.murphy@example.com.au,,,155 Desleigh Qy,Oxley,ACT,2903,,,female,Podiatrists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000215,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
briggs-cheyenne,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719392 ,,,,,,,,official,BRIGGS,Cheyenne,,,,phone,0270100289,work,email,cheyenne.briggs@example.net,,,143 Greenwood Cct,Oxley,ACT,2903,,,other,Audiologists and Speech Pathologists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000216,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
seymour-sol,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003614900051861 ,,,,,,,,official,SEYMOUR,Sol,,,,phone,0270105500,work,email,sol.seymour@example.com,,,145 Homer Tce,Conder,ACT,2906,,,male,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000217,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
allen-yelena,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003618233385516 ,,,,,,,,official,ALLEN,Yelena,,,,phone,0270106128,work,email,yelena.allen@example.com.au,,,53 Elgin Ct,Chisholm,ACT,2905,,,female,Chiropractors and Osteopaths,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000218,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
mcmahon-yasuko,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003616566719418 ,,,,,,,,official,MCMAHON,Yasuko,,,,phone,0270102320,work,email,yasuko.mcmahon@example.net,,,105 Glendon Est,Conder,ACT,2906,,,female,Specialist Medical Practitioners,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000219,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
parkinson-ethel,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052728 ,,,,,,,,official,PARKINSON,Ethel,,,,phone,0270103828,work,email,ethel.parkinson@example.com,,,170 Arthur Gdns,Richardson,ACT,2905,,,female,Complementary Health Therapists,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000220,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
gilkinson-tyron,,NPI,National provider identifier,HPI-I,http://ns.electronichealth.net.au/id/hi/hpii/1.0,8003619900052736 ,,,,,,,,official,GILKINSON,Tyron,,,,phone,0270105390,work,email,tyron.gilkinson@example.com.au,,,191 Law Tce,Bonython,ACT,2905,,,unknown,Medical Imaging Professionals,AHPRA,Australian Health Practitioner Regulation Agency Registration Number,Ahpra Registration Number,http://hl7.org.au/id/ahpra-registration-number,HAC00000000221,http://terminology.hl7.org.au/CodeSystem/v2-0360,AUAHPRAProfession,AHPRA Profession,,,,
